question_id, tag, link, tags, accepted_answer
6441218,c++, https://stackoverflow.com/questions/6441218/can-a-local-variables-memory-be-accessed-outside-its-scope, c++;memory-management;local-variables;dangling-pointer,https://stackoverflow.com/questions/6441218/can-a-local-variables-memory-be-accessed-outside-its-scope/6445794#6445794
4176328,c++, https://stackoverflow.com/questions/4176328/undefined-behavior-and-sequence-points, c++;undefined-behavior;c++-faq;sequence-points,https://stackoverflow.com/questions/4176328/undefined-behavior-and-sequence-points/4176333#4176333
6500313,c++, https://stackoverflow.com/questions/6500313/why-should-c-programmers-minimize-use-of-new, c++;memory-management;heap;new-operator;c++-faq,https://stackoverflow.com/questions/6500313/why-should-c-programmers-minimize-use-of-new/6500497#6500497
10747810,c++, https://stackoverflow.com/questions/10747810/what-is-the-difference-between-typedef-and-using-in-c11, c++;c++11;typedef;using-declaration,https://stackoverflow.com/questions/10747810/what-is-the-difference-between-typedef-and-using-in-c11/10748056#10748056
12264970,c++, https://stackoverflow.com/questions/12264970/why-is-my-program-slow-when-looping-over-exactly-8192-elements, c++;performance;memory-management;gcc,https://stackoverflow.com/questions/12264970/why-is-my-program-slow-when-looping-over-exactly-8192-elements/12265928#12265928
5481539,c++, https://stackoverflow.com/questions/5481539/what-does-t-double-ampersand-mean-in-c11, c++;c++11;rvalue-reference;c++-faq;perfect-forwarding,https://stackoverflow.com/questions/5481539/what-does-t-double-ampersand-mean-in-c11/5481588#5481588
16699247,c++, https://stackoverflow.com/questions/16699247/what-is-a-cache-friendly-code, c++;performance;caching;memory;cpu-cache,https://stackoverflow.com/questions/16699247/what-is-a-cache-friendly-code/16699282#16699282
4303513,c++, https://stackoverflow.com/questions/4303513/push-back-vs-emplace-back, c++;visual-studio-2010;stl;c++11;move-semantics,https://stackoverflow.com/questions/4303513/push-back-vs-emplace-back/4306581#4306581
12887700,c++, https://stackoverflow.com/questions/12887700/can-code-that-is-valid-in-both-c-and-c-produce-different-behavior-when-compile, c++;c,https://stackoverflow.com/questions/12887700/can-code-that-is-valid-in-both-c-and-c-produce-different-behavior-when-compile/12887719#12887719
8389648,c++, https://stackoverflow.com/questions/8389648/how-do-i-achieve-the-theoretical-maximum-of-4-flops-per-cycle, c++;c;optimization;architecture;assembly,https://stackoverflow.com/questions/8389648/how-do-i-achieve-the-theoretical-maximum-of-4-flops-per-cycle/8391601#8391601
2236197,c++, https://stackoverflow.com/questions/2236197/what-is-the-easiest-way-to-initialize-a-stdvector-with-hardcoded-elements, c++;vector;stl;initialization,https://stackoverflow.com/questions/2236197/what-is-the-easiest-way-to-initialize-a-stdvector-with-hardcoded-elements/2236227#2236227
10231349,c++, https://stackoverflow.com/questions/10231349/are-the-days-of-passing-const-stdstring-as-a-parameter-over, c++;c++11,https://stackoverflow.com/questions/10231349/are-the-days-of-passing-const-stdstring-as-a-parameter-over/10232761#10232761
7868936,c++, https://stackoverflow.com/questions/7868936/read-file-line-by-line-using-ifstream-in-c, c++;file-io;ofstream,https://stackoverflow.com/questions/7868936/read-file-line-by-line-using-ifstream-in-c/7868998#7868998
3413470,c++, https://stackoverflow.com/questions/3413470/what-is-stdmove-and-when-should-it-be-used, c++;c++11;move-semantics;c++-faq;stdmove,https://stackoverflow.com/questions/3413470/what-is-stdmove-and-when-should-it-be-used/3413547#3413547
4184468,c++, https://stackoverflow.com/questions/4184468/sleep-for-milliseconds, c++;linux;sleep,https://stackoverflow.com/questions/4184468/sleep-for-milliseconds/4184493#4184493
5605125,c++, https://stackoverflow.com/questions/5605125/why-is-iostreameof-inside-a-loop-condition-i-e-while-stream-eof-cons, c++;iostream;c++-faq,https://stackoverflow.com/questions/5605125/why-is-iostreameof-inside-a-loop-condition-i-e-while-stream-eof-cons/5605159#5605159
2602013,c++, https://stackoverflow.com/questions/2602013/read-whole-ascii-file-into-c-stdstring, c++;string;caching;file-io;standard-library,https://stackoverflow.com/questions/2602013/read-whole-ascii-file-into-c-stdstring/2602060#2602060
2649334,c++, https://stackoverflow.com/questions/2649334/difference-between-static-and-shared-libraries, c++;c;shared-libraries;static-libraries,https://stackoverflow.com/questions/2649334/difference-between-static-and-shared-libraries/2649430#2649430
2346806,c++, https://stackoverflow.com/questions/2346806/what-is-a-segmentation-fault, c++;c;segmentation-fault,https://stackoverflow.com/questions/2346806/what-is-a-segmentation-fault/2346849#2346849
14116003,c++, https://stackoverflow.com/questions/14116003/difference-between-constexpr-and-const, c++;c++11;const;constexpr,https://stackoverflow.com/questions/14116003/difference-between-constexpr-and-const/14117121#14117121
1759300,c++, https://stackoverflow.com/questions/1759300/when-should-i-write-the-keyword-inline-for-a-function-method, c++;inline;one-definition-rule,https://stackoverflow.com/questions/1759300/when-should-i-write-the-keyword-inline-for-a-function-method/1759575#1759575
6438086,c++, https://stackoverflow.com/questions/6438086/iterator-invalidation-rules, c++;c++11;iterator;c++17;c++-faq,https://stackoverflow.com/questions/6438086/iterator-invalidation-rules/54004916#54004916
2397984,c++, https://stackoverflow.com/questions/2397984/undefined-unspecified-and-implementation-defined-behavior, c++;c;undefined-behavior;unspecified-behavior;implementation-defined-behavior,https://stackoverflow.com/questions/2397984/undefined-unspecified-and-implementation-defined-behavior/4105123#4105123
3141087,c++, https://stackoverflow.com/questions/3141087/what-is-meant-with-const-at-end-of-function-declaration, c++;const,https://stackoverflow.com/questions/3141087/what-is-meant-with-const-at-end-of-function-declaration/3141107#3141107
4108313,c++, https://stackoverflow.com/questions/4108313/how-do-i-find-the-length-of-an-array, c++;arrays,https://stackoverflow.com/questions/4108313/how-do-i-find-the-length-of-an-array/4108340#4108340
4955198,c++, https://stackoverflow.com/questions/4955198/what-does-dereferencing-a-pointer-mean, c++;c;pointers;dereference,https://stackoverflow.com/questions/4955198/what-does-dereferencing-a-pointer-mean/4955297#4955297
3024197,c++, https://stackoverflow.com/questions/3024197/what-does-int-argc-char-argv-mean, c++;parameters;command-line-arguments;argv;argc,https://stackoverflow.com/questions/3024197/what-does-int-argc-char-argv-mean/3024202#3024202
5508110,c++, https://stackoverflow.com/questions/5508110/why-is-this-program-erroneously-rejected-by-three-c-compilers, c++;visual-c++;compiler-errors;clang,https://stackoverflow.com/questions/5508110/why-is-this-program-erroneously-rejected-by-three-c-compilers/5508168#5508168
4810664,c++, https://stackoverflow.com/questions/4810664/how-do-i-use-arrays-in-c, c++;arrays;pointers;multidimensional-array;c++-faq,https://stackoverflow.com/questions/4810664/how-do-i-use-arrays-in-c/4810668#4810668
10787766,c++, https://stackoverflow.com/questions/10787766/when-should-i-really-use-noexcept, c++;exception;exception-handling;c++11;noexcept,https://stackoverflow.com/questions/10787766/when-should-i-really-use-noexcept/10788136#10788136
2896600,c++, https://stackoverflow.com/questions/2896600/how-to-replace-all-occurrences-of-a-character-in-string, c++;algorithm;str-replace;stdstring,https://stackoverflow.com/questions/2896600/how-to-replace-all-occurrences-of-a-character-in-string/2896627#2896627
2340281,c++, https://stackoverflow.com/questions/2340281/check-if-a-string-contains-a-string-in-c, c++;string;substring,https://stackoverflow.com/questions/2340281/check-if-a-string-contains-a-string-in-c/2340309#2340309
2023977,c++, https://stackoverflow.com/questions/2023977/difference-of-keywords-typename-and-class-in-templates, c++;templates;keyword,https://stackoverflow.com/questions/2023977/difference-of-keywords-typename-and-class-in-templates/2024173#2024173
1727881,c++, https://stackoverflow.com/questions/1727881/how-to-use-the-pi-constant-in-c, c++;trigonometry,https://stackoverflow.com/questions/1727881/how-to-use-the-pi-constant-in-c/1727896#1727896
5205491,c++, https://stackoverflow.com/questions/5205491/whats-the-difference-between-stl-and-c-standard-library, c++;stl;std;c++-standard-library;c++-faq,https://stackoverflow.com/questions/5205491/whats-the-difference-between-stl-and-c-standard-library/5205571#5205571
7663709,c++, https://stackoverflow.com/questions/7663709/how-can-i-convert-a-stdstring-to-int, c++;string;int,https://stackoverflow.com/questions/7663709/how-can-i-convert-a-stdstring-to-int/7664227#7664227
12717138,c++, https://stackoverflow.com/questions/12717138/what-is-linux-s-native-gui-api, c++;c;linux;api;user-interface,https://stackoverflow.com/questions/12717138/what-is-linux-s-native-gui-api/12717284#12717284
19470873,c++, https://stackoverflow.com/questions/19470873/why-does-gcc-generate-15-20-faster-code-if-i-optimize-for-size-instead-of-speed, c++;c;performance;gcc;assembly,https://stackoverflow.com/questions/19470873/why-does-gcc-generate-15-20-faster-code-if-i-optimize-for-size-instead-of-speed/19570226#19570226
2737328,c++, https://stackoverflow.com/questions/2737328/why-should-i-not-wrap-every-block-in-try-catch, java;c++;exception;exception-handling;try-catch,https://stackoverflow.com/questions/2737328/why-should-i-not-wrap-every-block-in-try-catch/2737337#2737337
4295432,c++, https://stackoverflow.com/questions/4295432/typedef-function-pointer, c++;c;pointers;typedef,https://stackoverflow.com/questions/4295432/typedef-function-pointer/4295495#4295495
4986673,c++, https://stackoverflow.com/questions/4986673/c11-rvalues-and-move-semantics-confusion-return-statement, c++;c++11;move-semantics;rvalue-reference;c++-faq,https://stackoverflow.com/questions/4986673/c11-rvalues-and-move-semantics-confusion-return-statement/4986802#4986802
1939953,c++, https://stackoverflow.com/questions/1939953/how-to-find-if-a-given-key-exists-in-a-c-stdmap, c++;dictionary;stl,https://stackoverflow.com/questions/1939953/how-to-find-if-a-given-key-exists-in-a-c-stdmap/1939971#1939971
2152986,c++, https://stackoverflow.com/questions/2152986/what-is-the-most-effective-way-to-get-the-index-of-an-iterator-of-an-stdvector, c++;iterator;coding-style,https://stackoverflow.com/questions/2152986/what-is-the-most-effective-way-to-get-the-index-of-an-iterator-of-an-stdvector/2153160#2153160
2342162,c++, https://stackoverflow.com/questions/2342162/stdstring-formatting-like-sprintf, c++;string;stl;formatting,https://stackoverflow.com/questions/2342162/stdstring-formatting-like-sprintf/2342176#2342176
5973427,c++, https://stackoverflow.com/questions/5973427/error-passing-xxx-as-this-argument-of-xxx-discards-qualifiers, c++,https://stackoverflow.com/questions/5973427/error-passing-xxx-as-this-argument-of-xxx-discards-qualifiers/5973485#5973485
10681375,c++, https://stackoverflow.com/questions/10681375/which-is-better-option-to-use-for-dividing-an-integer-number-by-2, c++;c;optimization;division;micro-optimization,https://stackoverflow.com/questions/10681375/which-is-better-option-to-use-for-dividing-an-integer-number-by-2/10681422#10681422
5311515,c++, https://stackoverflow.com/questions/5311515/gcc-fpic-option, c++;gcc;options;fpic,https://stackoverflow.com/questions/5311515/gcc-fpic-option/5311538#5311538
14589346,c++, https://stackoverflow.com/questions/14589346/is-c-context-free-or-context-sensitive, c++;syntax;grammar;context-free-grammar;context-sensitive-grammar,https://stackoverflow.com/questions/14589346/is-c-context-free-or-context-sensitive/14589567#14589567
12774207,c++, https://stackoverflow.com/questions/12774207/fastest-way-to-check-if-a-file-exist-using-standard-c-c11-c, c++;c;file;stream,https://stackoverflow.com/questions/12774207/fastest-way-to-check-if-a-file-exist-using-standard-c-c11-c/12774387#12774387
6264249,c++, https://stackoverflow.com/questions/6264249/how-does-the-compilation-linking-process-work, c++;compiler-construction;linker;c++-faq,https://stackoverflow.com/questions/6264249/how-does-the-compilation-linking-process-work/6264256#6264256
16710047,c++, https://stackoverflow.com/questions/16710047/usr-bin-ld-cannot-find-lnameofthelibrary, c++;linux;g++,https://stackoverflow.com/questions/16710047/usr-bin-ld-cannot-find-lnameofthelibrary/16710346#16710346
1903954,c++, https://stackoverflow.com/questions/1903954/is-there-a-standard-sign-function-signum-sgn-in-c-c, c++;c;math,https://stackoverflow.com/questions/1903954/is-there-a-standard-sign-function-signum-sgn-in-c-c/4609795#4609795
7724569,c++, https://stackoverflow.com/questions/7724569/debug-vs-release-in-cmake, c++;c;gcc;cmake,https://stackoverflow.com/questions/7724569/debug-vs-release-in-cmake/7725055#7725055
17095324,c++, https://stackoverflow.com/questions/17095324/fastest-way-to-determine-if-an-integer-is-between-two-integers-inclusive-with, c++;c;performance;math,https://stackoverflow.com/questions/17095324/fastest-way-to-determine-if-an-integer-is-between-two-integers-inclusive-with/17095534#17095534
20772893,c++, https://stackoverflow.com/questions/20772893/how-to-detect-a-christmas-tree, c++;python;opencv;image-processing;computer-vision,https://stackoverflow.com/questions/20772893/how-to-detect-a-christmas-tree/20850922#20850922
1993390,c++, https://stackoverflow.com/questions/1993390/static-linking-vs-dynamic-linking, c++;c;performance;static-linking;dynamic-linking,https://stackoverflow.com/questions/1993390/static-linking-vs-dynamic-linking/1993407#1993407
4269034,c++, https://stackoverflow.com/questions/4269034/what-is-the-meaning-of-prepended-double-colon, c++;syntax;namespaces;scope-resolution;global-namespace,https://stackoverflow.com/questions/4269034/what-is-the-meaning-of-prepended-double-colon/4269064#4269064
2386772,c++, https://stackoverflow.com/questions/2386772/what-is-the-difference-between-float-and-double, c++;c;floating-point;precision,https://stackoverflow.com/questions/2386772/what-is-the-difference-between-float-and-double/2386882#2386882
4850473,c++, https://stackoverflow.com/questions/4850473/pretty-print-c-stl-containers, c++;templates;c++11;operator-overloading;pretty-print,https://stackoverflow.com/questions/4850473/pretty-print-c-stl-containers/6240947#6240947
8114276,c++, https://stackoverflow.com/questions/8114276/how-do-i-pass-a-unique-ptr-argument-to-a-constructor-or-a-function, c++;arguments;c++11;unique-ptr,https://stackoverflow.com/questions/8114276/how-do-i-pass-a-unique-ptr-argument-to-a-constructor-or-a-function/8114913#8114913
18335861,c++, https://stackoverflow.com/questions/18335861/why-is-enum-class-preferred-over-plain-enum, c++;class;enums;c++-faq,https://stackoverflow.com/questions/18335861/why-is-enum-class-preferred-over-plain-enum/18335862#18335862
11004273,c++, https://stackoverflow.com/questions/11004273/what-is-stdpromise, c++;multithreading;c++11;promise;standard-library,https://stackoverflow.com/questions/11004273/what-is-stdpromise/11020645#11020645
10422034,c++, https://stackoverflow.com/questions/10422034/when-to-use-extern-in-c, c++;variable-declaration,https://stackoverflow.com/questions/10422034/when-to-use-extern-in-c/10422050#10422050
7058339,c++, https://stackoverflow.com/questions/7058339/when-to-use-references-vs-pointers, c++;pointers;reference,https://stackoverflow.com/questions/7058339/when-to-use-references-vs-pointers/7058373#7058373
2629421,c++, https://stackoverflow.com/questions/2629421/how-to-use-boost-in-visual-studio-2010, c++;visual-studio-2010;boost,https://stackoverflow.com/questions/2629421/how-to-use-boost-in-visual-studio-2010/2655683#2655683
2795023,c++, https://stackoverflow.com/questions/2795023/c-template-typedef, c++;templates;c++11;typedef,https://stackoverflow.com/questions/2795023/c-template-typedef/2795024#2795024
12953127,c++, https://stackoverflow.com/questions/12953127/what-are-copy-elision-and-return-value-optimization, c++;optimization;c++-faq;return-value-optimization;copy-elision,https://stackoverflow.com/questions/12953127/what-are-copy-elision-and-return-value-optimization/12953129#12953129
10363646,c++, https://stackoverflow.com/questions/10363646/compiling-c11-with-g, c++;c++11;g++;flags,https://stackoverflow.com/questions/10363646/compiling-c11-with-g/10363883#10363883
2196995,c++, https://stackoverflow.com/questions/2196995/is-there-any-advantage-of-using-map-over-unordered-map-in-case-of-trivial-keys, c++;performance;dictionary;unordered-map,https://stackoverflow.com/questions/2196995/is-there-any-advantage-of-using-map-over-unordered-map-in-case-of-trivial-keys/2197015#2197015
4437527,c++, https://stackoverflow.com/questions/4437527/why-do-we-use-volatile-keyword, c++;volatile;compiler-optimization,https://stackoverflow.com/questions/4437527/why-do-we-use-volatile-keyword/4437555#4437555
3211771,c++, https://stackoverflow.com/questions/3211771/how-to-convert-int-to-qstring, c++;qt;type-conversion,https://stackoverflow.com/questions/3211771/how-to-convert-int-to-qstring/3211784#3211784
18222926,c++, https://stackoverflow.com/questions/18222926/why-is-list-initialization-using-curly-braces-better-than-the-alternatives, c++;c++11;syntax;initialization;list-initialization,https://stackoverflow.com/questions/18222926/why-is-list-initialization-using-curly-braces-better-than-the-alternatives/18222927#18222927
4782757,c++, https://stackoverflow.com/questions/4782757/rule-of-three-becomes-rule-of-five-with-c11, c++;constructor;c++11;rvalue-reference;rule-of-three,https://stackoverflow.com/questions/4782757/rule-of-three-becomes-rule-of-five-with-c11/4782927#4782927
2053029,c++, https://stackoverflow.com/questions/2053029/how-exactly-does-attribute-constructor-work, c++;objective-c;c;gcc,https://stackoverflow.com/questions/2053029/how-exactly-does-attribute-constructor-work/2053078#2053078
7043372,c++, https://stackoverflow.com/questions/7043372/int-a-1-2-weird-comma-allowed-any-particular-reason, c++;syntax;grammar;language-lawyer,https://stackoverflow.com/questions/7043372/int-a-1-2-weird-comma-allowed-any-particular-reason/7043410#7043410
6895522,c++, https://stackoverflow.com/questions/6895522/is-0-a-decimal-literal-or-an-octal-literal, c++;zero;octal,https://stackoverflow.com/questions/6895522/is-0-a-decimal-literal-or-an-octal-literal/6895543#6895543
4568645,c++, https://stackoverflow.com/questions/4568645/printing-1-to-1000-without-loop-or-conditionals, c++;c;printf,https://stackoverflow.com/questions/4568645/printing-1-to-1000-without-loop-or-conditionals/4568650#4568650
9158894,c++, https://stackoverflow.com/questions/9158894/differences-between-c-string-and-compare, c++;string,https://stackoverflow.com/questions/9158894/differences-between-c-string-and-compare/9159670#9159670
4316727,c++, https://stackoverflow.com/questions/4316727/returning-unique-ptr-from-functions, c++;c++11;unique-ptr,https://stackoverflow.com/questions/4316727/returning-unique-ptr-from-functions/4316948#4316948
1711990,c++, https://stackoverflow.com/questions/1711990/what-is-this-weird-colon-member-syntax-in-the-constructor, c++;syntax;constructor;c++-faq;ctor-initializer,https://stackoverflow.com/questions/1711990/what-is-this-weird-colon-member-syntax-in-the-constructor/1711995#1711995
24650626,c++, https://stackoverflow.com/questions/24650626/how-to-implement-classic-sorting-algorithms-in-modern-c, c++;algorithm;sorting;c++14;c++-faq,https://stackoverflow.com/questions/24650626/how-to-implement-classic-sorting-algorithms-in-modern-c/24650627#24650627
11016220,c++, https://stackoverflow.com/questions/11016220/what-are-inline-namespaces-for, c++;namespaces;c++11;inline-namespaces,https://stackoverflow.com/questions/11016220/what-are-inline-namespaces-for/11018418#11018418
4748083,c++, https://stackoverflow.com/questions/4748083/when-should-you-use-constexpr-capability-in-c11, c++;c++11;constexpr,https://stackoverflow.com/questions/4748083/when-should-you-use-constexpr-capability-in-c11/4748291#4748291
2923272,c++, https://stackoverflow.com/questions/2923272/how-to-convert-vector-to-array, c++;arrays;vector,https://stackoverflow.com/questions/2923272/how-to-convert-vector-to-array/2923290#2923290
20516773,c++, https://stackoverflow.com/questions/20516773/stdunique-lockstdmutex-or-stdlock-guardstdmutex, c++;multithreading;c++11;mutual-exclusion;stdmutex,https://stackoverflow.com/questions/20516773/stdunique-lockstdmutex-or-stdlock-guardstdmutex/20516876#20516876
12193170,c++, https://stackoverflow.com/questions/12193170/whats-the-purpose-of-using-braces-i-e-for-a-single-line-if-or-loop, c++;c;coding-style;curly-braces;defensive-programming,https://stackoverflow.com/questions/12193170/whats-the-purpose-of-using-braces-i-e-for-a-single-line-if-or-loop/12193202#12193202
6963894,c++, https://stackoverflow.com/questions/6963894/how-to-use-range-based-for-loop-with-stdmap, c++;c++11;for-loop;dictionary,https://stackoverflow.com/questions/6963894/how-to-use-range-based-for-loop-with-stdmap/6963910#6963910
8481783,c++, https://stackoverflow.com/questions/8481783/what-is-the-easiest-way-to-make-a-c-program-crash, c++;crash,https://stackoverflow.com/questions/8481783/what-is-the-easiest-way-to-make-a-c-program-crash/8481794#8481794
4813947,c++, https://stackoverflow.com/questions/4813947/how-can-i-know-which-parts-in-the-code-are-never-used, c++;optimization;dead-code,https://stackoverflow.com/questions/4813947/how-can-i-know-which-parts-in-the-code-are-never-used/4814564#4814564
1853243,c++, https://stackoverflow.com/questions/1853243/do-you-really-write-exception-safe-code, c++;exception-handling,https://stackoverflow.com/questions/1853243/do-you-really-write-exception-safe-code/1853769#1853769
3065154,c++, https://stackoverflow.com/questions/3065154/undefined-reference-to-vtable, c++;gcc;g++,https://stackoverflow.com/questions/3065154/undefined-reference-to-vtable/3087312#3087312
5120768,c++, https://stackoverflow.com/questions/5120768/how-to-implement-the-factory-method-pattern-in-c-correctly, c++;design-patterns;idioms;factory-method,https://stackoverflow.com/questions/5120768/how-to-implement-the-factory-method-pattern-in-c-correctly/5121500#5121500
8542591,c++, https://stackoverflow.com/questions/8542591/c11-reverse-range-based-for-loop, c++;c++11;ranged-loops,https://stackoverflow.com/questions/8542591/c11-reverse-range-based-for-loop/8544956#8544956
1887097,c++, https://stackoverflow.com/questions/1887097/why-arent-variable-length-arrays-part-of-the-c-standard, c++;arrays;standards;variable-length-array;variable-length,https://stackoverflow.com/questions/1887097/why-arent-variable-length-arrays-part-of-the-c-standard/1887178#1887178
7352099,c++, https://stackoverflow.com/questions/7352099/stdstring-to-char, c++;string;char,https://stackoverflow.com/questions/7352099/stdstring-to-char/7352131#7352131
34062595,c++, https://stackoverflow.com/questions/34062595/strange-definitions-of-true-and-false-macros, c++;c;macros;boolean;obfuscation,https://stackoverflow.com/questions/34062595/strange-definitions-of-true-and-false-macros/34062687#34062687
15736282,c++, https://stackoverflow.com/questions/15736282/what-is-this-smiley-with-beard-expression, c++;expression;emoticons;digraphs,https://stackoverflow.com/questions/15736282/what-is-this-smiley-with-beard-expression/15736293#15736293
23047198,c++, https://stackoverflow.com/questions/23047198/can-c-code-be-valid-in-both-c03-and-c11-but-do-different-things, c++;c++11;language-lawyer;c++03,https://stackoverflow.com/questions/23047198/can-c-code-be-valid-in-both-c03-and-c11-but-do-different-things/23048287#23048287
14265581,c++, https://stackoverflow.com/questions/14265581/parse-split-a-string-in-c-using-string-delimiter-standard-c, c++;parsing;split,https://stackoverflow.com/questions/14265581/parse-split-a-string-in-c-using-string-delimiter-standard-c/14266139#14266139
28828957,c++, https://stackoverflow.com/questions/28828957/enum-to-string-in-modern-c11-c14-c17-and-future-c20, c++;string;enums;c++17;c++20,https://stackoverflow.com/questions/28828957/enum-to-string-in-modern-c11-c14-c17-and-future-c20/55312360#55312360
3789340,c++, https://stackoverflow.com/questions/3789340/combining-c-and-c-how-does-ifdef-cplusplus-work, c++;c;c-preprocessor;extern-c,https://stackoverflow.com/questions/3789340/combining-c-and-c-how-does-ifdef-cplusplus-work/3789553#3789553
1701067,c++, https://stackoverflow.com/questions/1701067/how-to-check-that-an-element-is-in-a-stdset, c++;stl;set;contains,https://stackoverflow.com/questions/1701067/how-to-check-that-an-element-is-in-a-stdset/1701083#1701083
8767166,c++, https://stackoverflow.com/questions/8767166/passing-a-2d-array-to-a-c-function, c++;arrays;pointers;multidimensional-array,https://stackoverflow.com/questions/8767166/passing-a-2d-array-to-a-c-function/8767247#8767247
10195343,c++, https://stackoverflow.com/questions/10195343/copy-a-file-in-a-sane-safe-and-efficient-way, c++;file-io,https://stackoverflow.com/questions/10195343/copy-a-file-in-a-sane-safe-and-efficient-way/10195497#10195497
4989483,c++, https://stackoverflow.com/questions/4989483/where-to-put-default-parameter-value-in-c, c++;default-arguments,https://stackoverflow.com/questions/4989483/where-to-put-default-parameter-value-in-c/4989505#4989505
5919996,c++, https://stackoverflow.com/questions/5919996/how-to-detect-reliably-mac-os-x-ios-linux-windows-in-c-preprocessor, c++;c;cross-platform;c-preprocessor;os-detection,https://stackoverflow.com/questions/5919996/how-to-detect-reliably-mac-os-x-ios-linux-windows-in-c-preprocessor/5920028#5920028
4844886,c++, https://stackoverflow.com/questions/4844886/how-can-i-loop-through-a-c-map-of-maps, c++;loops;dictionary;iteration;idioms,https://stackoverflow.com/questions/4844886/how-can-i-loop-through-a-c-map-of-maps/27344958#27344958
2172943,c++, https://stackoverflow.com/questions/2172943/size-of-character-a-in-c-c, c++;c;types,https://stackoverflow.com/questions/2172943/size-of-character-a-in-c-c/2172948#2172948
2481269,c++, https://stackoverflow.com/questions/2481269/how-to-make-a-simple-c-makefile, c++;makefile,https://stackoverflow.com/questions/2481269/how-to-make-a-simple-c-makefile/2481326#2481326
